CellLine,Carcinoma of skin,Disease,skin cancer
CellLine,Carcinoma of stomach,Disease,stomach cancer
CellLine,11-18 cell line,CellLine,11-18 cell
CellLine,16HBE14o- cell line,CellLine,16HBE14o- cell
CellLine,1HAEo cell line,CellLine,1HAEo- cell
CellLine,ANBL-6 cell line,CellLine,ANBL-6 cell
CellLine,AS-E2 cell line,CellLine,AS-E2 cell
CellLine,Bam1a cell line,CellLine,Bam1a cell
CellLine,beta TC3 cell line,CellLine,beta TC3 cell
CellLine,C10 cell line,CellLine,C10 cell
CellLine,CH2 cell line,CellLine,CH2 cell
CellLine,CL1-5 cell line,CellLine,CL1-5 cell
CellLine,DA3 cell,CellLine,DA3 cell
CellLine,DiFi Cell Line,CellLine,DiFi cell
CellLine,ECC10 cell line,CellLine,ECC10 cell
CellLine,EKVX cell line,CellLine,EKVX cell
CellLine,GTL-16 cell line,CellLine,GTL-16 cell
CellLine,H157 cell line,CellLine,NCI-H157
CellLine,H1752,CellLine,H1752 cell
CellLine,H2O09 cell line,CellLine,H2O09 cell
CellLine,H3255 cell line,CellLine,NCI-H3255
CellLine,H9C2 cell line,CellLine,H9c2(2-1) cell
CellLine,HaCaT cell line,CellLine,HaCaT
CellLine,HBE1 cell line,CellLine,HBE1 cell
CellLine,Hepa1 cell line,CellLine,Hepa1 cell
CellLine,HMEC cell line,CellLine,HMEC
CellLine,HMEC-1 cell line,CellLine,HMEC-1 cell
CellLine,HN5 cell line,CellLine,HN5 cell
CellLine,HOP-62 cell line,CellLine,HOP-62 cell
CellLine,HOP-92 cell line,CellLine,HOP-92 cell
CellLine,HPL1D cell line,CellLine,HPL1D cell
CellLine,HuH-7 cell line,CellLine,HuH-7 cell
CellLine,HUVEC cell line,CellLine,HUVEC cell line
CellLine,ILKM2 cell line,CellLine,ILKM2 cell
CellLine,INA-6 cell line,CellLine,INA-6 cell
CellLine,INS-1 cell line,CellLine,INS-1 cell
CellLine,Ishikawa cell line,CellLine,Ishikawa (London) 02ER+ cell
CellLine,JB6 Cell Line,CellLine,JB6 Cl 41-5a cell
CellLine,KAT-50 cell line,CellLine,KAT-50 cell
CellLine,KM12 cell line,CellLine,KM12 cell
CellLine,L6E9 cell line,CellLine,L6E9 cell
CellLine,L828 cell line,CellLine,L828 cell
CellLine,LTR6 Cell Line,CellLine,LTR6 cell
CellLine,M14 cell line,CellLine,M14 cell
CellLine,MEF cell line,CellLine,MEF cell line
CellLine,MIN6 cell line,CellLine,MIN6
CellLine,MLP29 cell line,CellLine,MLP29 cell
CellLine,MM.1S cell line,CellLine,MM.1S cell
CellLine,MSK-Leuk1 cell line,CellLine,MSK-Leuk1 cell
CellLine,OVCAR-8 cell line,CellLine,OVCAR-8 cell
CellLine,PC-1 cell line,CellLine,PC-1
CellLine,PC-CL3 cell line,CellLine,PC-CL3 cell
CellLine,PCI-10 cell line,CellLine,PCI-10 cell
CellLine,PCI-43 cell line,CellLine,PCI-43 cell
CellLine,primary cell culture,Cell,primary cultured cell
CellLine,rat-1 fibroblast,CellLine,rat-1 cell
CellLine,RH2 cell line,CellLine,RH2 cell
CellLine,RH-30 cell line,CellLine,SJRH30 cell
CellLine,SCC-12 cell line,CellLine,SCC-12 cell
CellLine,SKOV-3 cell line,CellLine,SK-OV-3 cell
CellLine,SNU638 cell line,CellLine,SNU638 cell
CellLine,U251 cell line,CellLine,U-251 MG cell
CellLine,WB-F344 cell line,CellLine,WB-F344
CellLine,XG-6 cell line,CellLine,XG-6 cell
Cell,Adult Pancreatic Islet Cell,Cell,type B pancreatic cell
Cell,Alveolar type I cell,Cell,type I pneumocyte
Cell,Alveolar type II cell,Cell,type II pneumocyte
Cell,antigen presenting cell,Cell,professional antigen presenting cell
Cell,astrocyte,Cell,astrocyte
Cell,basophil,Cell,basophil
Cell,b-cell,Cell,B cell
Cell,bone marrow mesenchymal cell,Cell,mesenchymal stem cell of the bone marrow
Cell,bone marrow stromal cell,Cell,mesenchymal cell
Cell,brain neuron,Cell,neuron
Cell,bronchial epithelial cell,Cell,bronchial epithelial cell
Cell,bronchiolalveolar stem cells,Cell,bronchioalveolar stem cell
Cell,brown adipocyte,Cell,brown fat cell
Cell,cardioblast,Cell,cardioblast
Cell,cardiomyocyte,Cell,cardiac muscle cell
Cell,CD4+ T-cell,Cell,"CD4-positive, alpha-beta memory T cell"
Cell,CD4+CD25+ T-cell,Cell,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
Cell,CD4+CD8+CD3+TCR+ naive T-cell,Cell,"double-positive, alpha-beta thymocyte"
Cell,CD8+ T-cell,Cell,"CD8-positive, alpha-beta regulatory T cell"
Cell,cerebral endothelial cell,Cell,cerebral cortex endothelial cell
Cell,cholangiocyte,Cell,cholangiocyte
Cell,chondrocyte,Cell,chondrocyte
Cell,Chromaffin Cell,Cell,chromaffin cell
Cell,Clara cell,Cell,Clara cell
Cell,Columnar Epithelial Cell,Cell,columnar/cuboidal epithelial cell
Cell,coronary artery endothelial cell,Cell,aortic endothelial cell
Cell,cortical thymocyte,Cell,neuron of cerebral cortex
Cell,cytotoxic t-cell,Cell,cytotoxic T cell
Cell,dendritic cell,Cell,dendritic cell
Cell,dopaminergic cell,Cell,dopaminergic neuron
Cell,embryonic stem cell,Cell,embryonic stem cell
Cell,enterocyte,Cell,enterocyte
Cell,eosinophil,Cell,eosinophil
Cell,erythroblast,Cell,erythroblast
Cell,erythrocyte,Cell,erythrocyte
Cell,erythroid progenitor,Cell,erythroid progenitor cell
Cell,Foam Cell,Cell,foam cell
Cell,germ cell,Cell,germ cell
Cell,germinal center B-cell,Cell,germinal center B cell
Cell,glial cell,Cell,glial cell
Cell,Goblet Cell,Cell,goblet cell
Cell,granulocyte,Cell,granulocyte
Cell,hematopoietic,Cell,hematopoietic cell
Cell,Hepatic Endothelial Cell,Cell,endothelial cell of hepatic sinusoid
Cell,hepatic stellate cell,Cell,hepatic stellate cell
Cell,Hepatic Stem Cell,Cell,hepatic stem cell
Cell,hepatocyte,Cell,hepatocyte
Cell,immune cell,Cell,leukocyte
Cell,Juxtaglomerular Cell,Cell,juxtaglomerular complex cell
Cell,kidney epithelial cell,Cell,kidney epithelial cell
Cell,Kupffer Cell,Cell,Kupffer cell
Cell,lamina propria mononuclear cell,Cell,gastrointestinal tract (lamina propria) macrophage
Cell,leukocyte,Cell,leukocyte
Cell,Leydig Cell,Cell,Leydig cell
Cell,lymphocyte,Cell,lymphocyte
Cell,mast cell,Cell,mast cell
Cell,megakaryocyte,Cell,megakaryocyte
Cell,melanocyte,Cell,melanocyte
Cell,memory T-cell,Cell,memory T cell
Cell,mesangial cell,Cell,mesangial cell
Cell,mesothelial cell,Cell,mesothelial cell
Cell,microglial cell,Cell,microglial cell
Cell,motor neuron,Cell,motor neuron
Cell,myoblast,Cell,myoblast
Cell,myocyte,Cell,muscle cell
Cell,Myocytes,Cell,muscle cell
Cell,myofibroblast,Cell,myofibroblast cell
Cell,naive T-cell,Cell,naive T cell
Cell,natural killer cell,Cell,natural killer cell
Cell,Neural Stem Cell,Cell,neuronal stem cell
Cell,neuroendocrine cell,Cell,neuroendocrine cell
Cell,neuron,Cell,neuron
Cell,Olfactory Epithelial Cell,Cell,olfactory epithelial cell
Cell,oligodendrocyte,Cell,oligodendrocyte
Cell,osteoblast,Cell,osteoblast
Cell,osteoclast,Cell,osteoclast
Cell,ovarian follicle cell,Cell,follicle cell
Cell,ovarian granulosa cell,Cell,granulosa cell
Cell,pancreatic alpha cell,Cell,pancreatic A cell
Cell,pancreatic beta cell,Cell,type B pancreatic cell
Cell,Paneth cell,Cell,paneth cell
Cell,peripheral blood lymphocyte,Cell,lymphocyte
Cell,peripheral blood monocyte,Cell,mononuclear cell
Cell,peripheral blood mononuclear cell,Cell,mononuclear cell
Cell,peripheral T-cell,Cell,T cell
Cell,peritoneal macrophage,Cell,peritoneal macrophage
Cell,plasma cell,Cell,plasma cell
Cell,pleural mesothelial cell,Cell,mesothelial cell of pleura
Cell,podocyte,Cell,glomerular visceral epithelial cell
Cell,preadipocyte,Cell,preadipocyte
Cell,promyelocyte,Cell,promyelocyte
Cell,Purkinje Cell,Cell,Purkinje cell
Cell,regulatory T-cell,Cell,regulatory T cell
Cell,Renal Epithelial Cell,Cell,epithelial cell of renal tubule
Cell,respiratory epithelial cell,Cell,respiratory epithelial cell
Cell,retinal epithelial cell,Cell,retinal pigment epithelial cell
Cell,Schwann cell,Cell,Schwann cell
Cell,sertoli cell,Cell,Sertoli cell
Cell,Smooth Muscle,Cell,smooth muscle cell
Cell,Sperm,Cell,sperm
Cell,spermatid,Cell,spermatid
Cell,spermatocyte,Cell,spermatocyte
Cell,spermatogonia,Cell,spermatogonium
Cell,spinal cord neuron,Cell,spinal cord interneuron
Cell,squamous cell,Cell,squamous epithelial cell
Cell,Striated Muscle Cell,Cell,striated muscle cell
Cell,t-cell,Cell,T cell
Cell,Th1 cell,Cell,T-helper 1 cell
Cell,Th17 cell,Cell,T-helper 17 cell
Cell,Th2 cell,Cell,T-helper 2 cell
Cell,thymic epithelium,Cell,thyroid follicular cell
Cell,thymocyte,Cell,thymocyte
Cell,trophoblast,Cell,trophoblast cell
Cell,Tube Cell,Cell,epithelial cell of proximal tubule
Cell,umbilical vein endothelial cell,Cell,endothelial cell of umbilical vein
Cell,Urothelial Cell,Cell,urothelial cell
Cell,white adipocyte,Cell,white fat cell
Cell,Adipocytes,Cell,fat cell
Cell,Blood Platelets,Cell,platelet
Cell,Endothelial Cells,Cell,endothelial cell
Cell,Epithelial Cells,Cell,epithelial cell
Cell,Fibroblasts,Cell,fibroblast
Cell,Keratinocytes,Cell,keratinocyte
Cell,Macrophages,Cell,macrophage
Cell,"Macrophages, Alveolar",Cell,alveolar macrophage
Cell,Monocytes,Cell,monocyte
Cell,Myeloid Cells,Cell,myeloid cell
Cell,"Myocytes, Smooth Muscle",Cell,smooth muscle cell
Cell,Neutrophils,Cell,neutrophil
Cell,Pericytes,Cell,pericyte cell
Cell,"Satellite Cells, Skeletal Muscle",Cell,skeletal muscle satellite cell
Cell,Stem Cells,Cell,stem cell
Cell,blastocyst,Anatomy,blastocyst
Cell,CD34+ cell,,hematopoietic stem cell
Cell,CD34+ erythroid progenitor cell,,hematopoietic stem cell
Cell,colon epithelium,Anatomy,colonic epithelium
Cell,embryoid body cell,Anatomy,embryoid body
Cell,Embryonic Pancreatic Cell,CellLine,MS1 cell
Cell,Endometrial Epithelial Cell,CellLine,Ishikawa (London) 02ER+ cell
Cell,extravillous cytotrophoblast cell,,JEG-3 cell
Cell,Lung parenchyma,Anatomy,lung parenchyma
Cell,POMC neuron,Anatomy,adenohypophysis
